1DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME (Year),DIM_SEX,VALUE_NUMERIC (%),VALUE_NUMERIC_LOWER (%),VALUE_NUMERIC_UPPER (%)
90,Solomon Islands,1989,Total,3.92,3.40,4.49
90,Solomon Islands,1989,Female,3.60,3.09,4.17
90,Solomon Islands,1989,Male,4.22,3.64,4.87
694,Sierra Leone,1989,Total,26.24,24.19,28.34
694,Sierra Leone,1989,Female,24.99,22.94,27.06
694,Sierra Leone,1989,Male,27.43,25.21,29.65
222,El Salvador,1989,Total,6.34,5.79,6.92
222,El Salvador,1989,Female,5.86,5.30,6.44
222,El Salvador,1989,Male,6.80,6.17,7.45
674,San Marino,1989,Total,1.53,1.02,2.31
674,San Marino,1989,Female,1.36,0.91,2.06
674,San Marino,1989,Male,1.69,1.13,2.56
706,Somalia,1989,Total,18.38,15.32,22.33
706,Somalia,1989,Female,17.58,14.62,21.43
706,Somalia,1989,Male,19.10,15.91,23.28
688,Serbia,1989,Total,3.09,3.02,3.15
688,Serbia,1989,Female,2.92,2.85,3.00
688,Serbia,1989,Male,3.24,3.16,3.32
728,South Sudan,1989,Total,25.58,20.98,30.34
728,South Sudan,1989,Female,24.94,20.35,29.71
728,South Sudan,1989,Male,26.17,21.37,31.24
678,Sao Tome and Principe,1989,Total,10.75,9.51,12.20
678,Sao Tome and Principe,1989,Female,10.10,8.87,11.51
678,Sao Tome and Principe,1989,Male,11.39,10.03,12.97
740,Suriname,1989,Total,4.67,3.97,5.50
740,Suriname,1989,Female,4.16,3.52,4.94
740,Suriname,1989,Male,5.14,4.36,6.08
703,Slovakia,1989,Total,1.53,1.51,1.56
703,Slovakia,1989,Female,1.34,1.30,1.37
703,Slovakia,1989,Male,1.72,1.68,1.76
705,Slovenia,1989,Total,1.11,1.07,1.15
705,Slovenia,1989,Female,0.98,0.94,1.03
705,Slovenia,1989,Male,1.23,1.18,1.28
752,Sweden,1989,Total,0.72,0.70,0.74
752,Sweden,1989,Female,0.64,0.62,0.66
752,Sweden,1989,Male,0.80,0.77,0.82
748,Eswatini,1989,Total,7.03,6.22,7.93
748,Eswatini,1989,Female,6.38,5.61,7.23
748,Eswatini,1989,Male,7.65,6.75,8.64
690,Seychelles,1989,Total,1.69,1.54,1.85
690,Seychelles,1989,Female,1.56,1.41,1.72
690,Seychelles,1989,Male,1.82,1.64,2.00
760,Syrian Arab Republic,1989,Total,3.82,3.44,4.22
760,Syrian Arab Republic,1989,Female,3.52,3.17,3.91
760,Syrian Arab Republic,1989,Male,4.10,3.68,4.54
796,Turks and Caicos Islands,1989,Total,1.50,1.20,1.88
796,Turks and Caicos Islands,1989,Female,1.21,0.96,1.52
796,Turks and Caicos Islands,1989,Male,1.79,1.42,2.24
148,Chad,1989,Total,21.49,19.92,23.28
148,Chad,1989,Female,20.46,18.91,22.19
148,Chad,1989,Male,22.49,20.79,24.37
768,Togo,1989,Total,14.97,13.87,16.14
768,Togo,1989,Female,14.05,12.99,15.19
768,Togo,1989,Male,15.84,14.65,17.13
764,Thailand,1989,Total,3.91,3.67,4.16
764,Thailand,1989,Female,3.50,3.25,3.76
764,Thailand,1989,Male,4.30,4.01,4.59
762,Tajikistan,1989,Total,10.26,9.38,11.25
762,Tajikistan,1989,Female,9.46,8.59,10.42
762,Tajikistan,1989,Male,11.02,10.04,12.13
795,Turkmenistan,1989,Total,8.13,7.18,9.26
795,Turkmenistan,1989,Female,7.11,6.21,8.17
795,Turkmenistan,1989,Male,9.10,7.97,10.40
626,Timor-Leste,1989,Total,18.36,16.50,20.45
626,Timor-Leste,1989,Female,17.65,15.79,19.73
626,Timor-Leste,1989,Male,19.05,17.02,21.31
776,Tonga,1989,Total,2.30,1.92,2.76
776,Tonga,1989,Female,2.02,1.68,2.43
776,Tonga,1989,Male,2.57,2.14,3.10
780,Trinidad and Tobago,1989,Total,3.08,2.59,3.59
780,Trinidad and Tobago,1989,Female,2.82,2.35,3.31
780,Trinidad and Tobago,1989,Male,3.34,2.78,3.91
788,Tunisia,1989,Total,5.79,5.13,6.58
788,Tunisia,1989,Female,5.44,4.79,6.19
788,Tunisia,1989,Male,6.12,5.42,6.97
792,Türkiye,1989,Total,7.87,7.35,8.42
792,Türkiye,1989,Female,7.60,7.07,8.17
792,Türkiye,1989,Male,8.13,7.57,8.72
798,Tuvalu,1989,Total,5.33,4.43,6.42
798,Tuvalu,1989,Female,4.89,4.05,5.93
798,Tuvalu,1989,Male,5.74,4.75,6.96
834,United Republic of Tanzania,1989,Total,16.91,15.91,17.99
834,United Republic of Tanzania,1989,Female,16.28,15.25,17.37
834,United Republic of Tanzania,1989,Male,17.52,16.44,18.67
800,Uganda,1989,Total,18.65,17.56,19.80
800,Uganda,1989,Female,17.40,16.33,18.52
800,Uganda,1989,Male,19.84,18.64,21.12
804,Ukraine,1989,Total,1.94,1.74,2.21
804,Ukraine,1989,Female,1.73,1.53,1.99
804,Ukraine,1989,Male,2.15,1.91,2.46
858,Uruguay,1989,Total,2.38,2.34,2.44
858,Uruguay,1989,Female,2.12,2.06,2.18
858,Uruguay,1989,Male,2.64,2.57,2.71
840,United States of America,1989,Total,1.16,1.14,1.18
840,United States of America,1989,Female,1.03,1.01,1.05
840,United States of America,1989,Male,1.28,1.25,1.30
860,Uzbekistan,1989,Total,7.12,6.33,8.00
860,Uzbekistan,1989,Female,6.24,5.51,7.05
860,Uzbekistan,1989,Male,7.96,7.05,8.98
670,Saint Vincent and the Grenadines,1989,Total,2.48,2.32,2.65
670,Saint Vincent and the Grenadines,1989,Female,2.29,2.12,2.46
670,Saint Vincent and the Grenadines,1989,Male,2.66,2.47,2.86
862,Venezuela (Bolivarian Republic of),1989,Total,3.09,2.97,3.21
862,Venezuela (Bolivarian Republic of),1989,Female,2.77,2.66,2.89
862,Venezuela (Bolivarian Republic of),1989,Male,3.39,3.26,3.53
92,British Virgin Islands,1989,Total,1.98,1.66,2.36
92,British Virgin Islands,1989,Female,1.74,1.46,2.10
92,British Virgin Islands,1989,Male,2.20,1.84,2.62
704,Viet Nam,1989,Total,5.41,4.98,5.89
704,Viet Nam,1989,Female,4.55,4.16,4.99
704,Viet Nam,1989,Male,6.22,5.71,6.80
548,Vanuatu,1989,Total,3.77,3.15,4.51
548,Vanuatu,1989,Female,3.47,2.87,4.19
548,Vanuatu,1989,Male,4.04,3.37,4.88
882,Samoa,1989,Total,3.08,2.70,3.52
882,Samoa,1989,Female,2.79,2.43,3.21
882,Samoa,1989,Male,3.35,2.92,3.86
887,Yemen,1989,Total,13.06,12.23,13.92
887,Yemen,1989,Female,12.47,11.66,13.33
887,Yemen,1989,Male,13.61,12.73,14.54
710,South Africa,1989,Total,6.40,5.75,7.08
710,South Africa,1989,Female,5.86,5.24,6.52
710,South Africa,1989,Male,6.91,6.19,7.67
894,Zambia,1989,Total,18.10,16.98,19.29
894,Zambia,1989,Female,17.25,16.16,18.42
894,Zambia,1989,Male,18.91,17.71,20.18
716,Zimbabwe,1989,Total,7.66,6.99,8.36
716,Zimbabwe,1989,Female,6.98,6.35,7.65
716,Zimbabwe,1989,Male,8.30,7.56,9.08
4,Afghanistan,1990,Total,17.85,16.33,19.48
4,Afghanistan,1990,Female,17.44,15.91,19.09
4,Afghanistan,1990,Male,18.23,16.64,19.96
953,Africa,1990,Total,17.63,17.28,18.02
953,Africa,1990,Female,16.71,16.37,17.09
953,Africa,1990,Male,18.51,18.13,18.94
24,Angola,1990,Total,22.35,19.89,25.10
24,Angola,1990,Female,21.18,18.83,23.85
24,Angola,1990,Male,23.45,20.87,26.39
660,Anguilla,1990,Total,1.68,1.19,2.38
660,Anguilla,1990,Female,1.60,1.13,2.27
660,Anguilla,1990,Male,1.75,1.24,2.47
8,Albania,1990,Total,4.08,3.63,4.60
8,Albania,1990,Female,3.64,3.22,4.13
8,Albania,1990,Male,4.50,3.99,5.09
954,Americas,1990,Total,4.28,4.16,4.40
954,Americas,1990,Female,3.90,3.79,4.03
954,Americas,1990,Male,4.64,4.50,4.78
20,Andorra,1990,Total,1.31,0.32,4.99
20,Andorra,1990,Female,1.07,0.26,4.07
20,Andorra,1990,Male,1.54,0.38,5.85
784,United Arab Emirates,1990,Total,1.65,1.41,1.95
784,United Arab Emirates,1990,Female,1.45,1.22,1.71
784,United Arab Emirates,1990,Male,1.85,1.57,2.18
32,Argentina,1990,Total,2.88,2.82,2.93
32,Argentina,1990,Female,2.57,2.51,2.62
32,Argentina,1990,Male,3.17,3.11,3.24
51,Armenia,1990,Total,4.89,4.44,5.39
51,Armenia,1990,Female,4.39,3.95,4.87
51,Armenia,1990,Male,5.37,4.85,5.95
28,Antigua and Barbuda,1990,Total,1.41,1.24,1.60
28,Antigua and Barbuda,1990,Female,1.28,1.12,1.46
28,Antigua and Barbuda,1990,Male,1.53,1.34,1.74
36,Australia,1990,Total,0.92,0.90,0.94
36,Australia,1990,Female,0.80,0.79,0.83
36,Australia,1990,Male,1.03,1.00,1.05
40,Austria,1990,Total,0.95,0.93,0.98
40,Austria,1990,Female,0.84,0.81,0.87
40,Austria,1990,Male,1.06,1.02,1.09
31,Azerbaijan,1990,Total,9.53,8.61,10.51
31,Azerbaijan,1990,Female,8.94,8.03,9.91
31,Azerbaijan,1990,Male,10.10,9.09,11.19
108,Burundi,1990,Total,17.03,15.40,18.87
108,Burundi,1990,Female,16.20,14.59,17.97
108,Burundi,1990,Male,17.85,16.08,19.79
56,Belgium,1990,Total,1.00,0.98,1.02
56,Belgium,1990,Female,0.86,0.84,0.89
56,Belgium,1990,Male,1.14,1.11,1.17
204,Benin,1990,Total,17.27,16.26,18.33
204,Benin,1990,Female,16.52,15.50,17.57
204,Benin,1990,Male,17.98,16.89,19.13
854,Burkina Faso,1990,Total,19.91,18.64,21.32
854,Burkina Faso,1990,Female,19.14,17.88,20.54
854,Burkina Faso,1990,Male,20.64,19.29,22.16
50,Bangladesh,1990,Total,14.60,14.14,15.06
50,Bangladesh,1990,Female,14.23,13.73,14.74
50,Bangladesh,1990,Male,14.94,14.43,15.46
100,Bulgaria,1990,Total,1.84,1.80,1.88
100,Bulgaria,1990,Female,1.61,1.57,1.66
100,Bulgaria,1990,Male,2.05,2.00,2.11
48,Bahrain,1990,Total,2.30,2.22,2.39
48,Bahrain,1990,Female,2.23,2.14,2.33
48,Bahrain,1990,Male,2.36,2.27,2.46
44,Bahamas,1990,Total,2.35,2.23,2.47
44,Bahamas,1990,Female,2.17,2.04,2.30
44,Bahamas,1990,Male,2.52,2.38,2.66
70,Bosnia and Herzegovina,1990,Total,1.81,1.77,1.86
70,Bosnia and Herzegovina,1990,Female,1.61,1.56,1.66
70,Bosnia and Herzegovina,1990,Male,2.01,1.95,2.07
112,Belarus,1990,Total,1.52,1.49,1.55
112,Belarus,1990,Female,1.29,1.25,1.32
112,Belarus,1990,Male,1.74,1.70,1.78
84,Belize,1990,Total,3.84,3.38,4.39
84,Belize,1990,Female,3.46,3.01,3.97
84,Belize,1990,Male,4.20,3.69,4.82
68,Bolivia (Plurinational State of),1990,Total,12.15,11.50,12.84
68,Bolivia (Plurinational State of),1990,Female,11.52,10.87,12.20
68,Bolivia (Plurinational State of),1990,Male,12.75,12.05,13.50
76,Brazil,1990,Total,6.32,5.89,6.77
76,Brazil,1990,Female,5.71,5.26,6.18
76,Brazil,1990,Male,6.90,6.39,7.44
52,Barbados,1990,Total,1.81,1.70,1.93
52,Barbados,1990,Female,1.64,1.52,1.76
52,Barbados,1990,Male,1.98,1.85,2.12
96,Brunei Darussalam,1990,Total,1.33,1.25,1.41
96,Brunei Darussalam,1990,Female,1.21,1.13,1.30
96,Brunei Darussalam,1990,Male,1.44,1.35,1.53
64,Bhutan,1990,Total,12.67,11.22,14.57
64,Bhutan,1990,Female,12.20,10.74,14.10
64,Bhutan,1990,Male,13.11,11.57,15.08
72,Botswana,1990,Total,4.53,3.64,5.70
72,Botswana,1990,Female,4.09,3.28,5.16
72,Botswana,1990,Male,4.94,3.96,6.23
140,Central African Republic,1990,Total,17.74,16.01,19.65
140,Central African Republic,1990,Female,16.90,15.22,18.76
140,Central African Republic,1990,Male,18.54,16.69,20.54
124,Canada,1990,Total,0.82,0.81,0.84
124,Canada,1990,Female,0.73,0.72,0.75
124,Canada,1990,Male,0.91,0.89,0.93
756,Switzerland,1990,Total,0.82,0.79,0.84
756,Switzerland,1990,Female,0.72,0.69,0.75
756,Switzerland,1990,Male,0.91,0.88,0.94
152,Chile,1990,Total,1.91,1.87,1.95
152,Chile,1990,Female,1.71,1.67,1.76
152,Chile,1990,Male,2.10,2.05,2.14
156,China,1990,Total,5.36,4.95,5.83
156,China,1990,Female,5.13,4.71,5.62
156,China,1990,Male,5.58,5.12,6.10
384,Côte d'Ivoire,1990,Total,15.34,14.30,16.47
384,Côte d'Ivoire,1990,Female,14.08,13.07,15.16
384,Côte d'Ivoire,1990,Male,16.54,15.39,17.81
120,Cameroon,1990,Total,13.62,12.70,14.67
120,Cameroon,1990,Female,12.80,11.90,13.80
120,Cameroon,1990,Male,14.42,13.40,15.54
180,Democratic Republic of the Congo,1990,Total,18.63,16.77,20.55
180,Democratic Republic of the Congo,1990,Female,17.83,16.05,19.71
180,Democratic Republic of the Congo,1990,Male,19.38,17.40,21.43
178,Congo,1990,Total,9.12,8.05,10.35
178,Congo,1990,Female,8.54,7.50,9.71
178,Congo,1990,Male,9.67,8.49,11.00
184,Cook Islands,1990,Total,2.39,2.16,2.65
184,Cook Islands,1990,Female,2.28,2.03,2.55
184,Cook Islands,1990,Male,2.50,2.24,2.80
170,Colombia,1990,Total,3.56,3.32,3.81
170,Colombia,1990,Female,3.16,2.93,3.40
170,Colombia,1990,Male,3.94,3.66,4.23
174,Comoros,1990,Total,12.65,11.28,14.03
174,Comoros,1990,Female,12.06,10.68,13.47
174,Comoros,1990,Male,13.20,11.73,14.72
132,Cabo Verde,1990,Total,6.04,5.82,6.26
132,Cabo Verde,1990,Female,5.59,5.36,5.83
132,Cabo Verde,1990,Male,6.46,6.19,6.72
188,Costa Rica,1990,Total,1.69,1.66,1.72
188,Costa Rica,1990,Female,1.49,1.45,1.53
188,Costa Rica,1990,Male,1.88,1.84,1.93
192,Cuba,1990,Total,1.36,1.23,1.49
192,Cuba,1990,Female,1.17,1.05,1.29
192,Cuba,1990,Male,1.53,1.39,1.69
196,Cyprus,1990,Total,1.13,1.06,1.21
196,Cyprus,1990,Female,1.01,0.95,1.10
196,Cyprus,1990,Male,1.23,1.15,1.33
203,Czechia,1990,Total,1.21,1.19,1.24
203,Czechia,1990,Female,1.05,1.01,1.09
203,Czechia,1990,Male,1.37,1.32,1.41
276,Germany,1990,Total,0.85,0.84,0.87
276,Germany,1990,Female,0.74,0.72,0.76
276,Germany,1990,Male,0.96,0.94,0.98
262,Djibouti,1990,Total,11.78,10.14,13.66
262,Djibouti,1990,Female,10.98,9.36,12.80
262,Djibouti,1990,Male,12.55,10.74,14.62
212,Dominica,1990,Total,1.64,1.54,1.74
212,Dominica,1990,Female,1.52,1.41,1.64
212,Dominica,1990,Male,1.75,1.63,1.88
208,Denmark,1990,Total,0.89,0.86,0.92
208,Denmark,1990,Female,0.78,0.75,0.81
208,Denmark,1990,Male,1.00,0.96,1.04
214,Dominican Republic,1990,Total,5.96,5.58,6.36
214,Dominican Republic,1990,Female,5.50,5.12,5.91
214,Dominican Republic,1990,Male,6.40,5.97,6.85
12,Algeria,1990,Total,5.19,4.80,5.58
12,Algeria,1990,Female,4.77,4.40,5.15
12,Algeria,1990,Male,5.58,5.16,6.02
218,Ecuador,1990,Total,5.41,4.86,5.99
218,Ecuador,1990,Female,4.83,4.31,5.40
218,Ecuador,1990,Male,5.95,5.33,6.63
818,Egypt,1990,Total,8.57,8.16,9.00
818,Egypt,1990,Female,8.61,8.17,9.07
818,Egypt,1990,Male,8.53,8.11,8.99
957,Eastern Mediterranean,1990,Total,10.44,10.21,10.70
957,Eastern Mediterranean,1990,Female,10.12,9.88,10.39
957,Eastern Mediterranean,1990,Male,10.75,10.49,11.04
232,Eritrea,1990,Total,15.31,14.04,16.74
232,Eritrea,1990,Female,13.84,12.66,15.19
232,Eritrea,1990,Male,16.71,15.27,18.30
724,Spain,1990,Total,0.92,0.90,0.93
724,Spain,1990,Female,0.82,0.80,0.84
724,Spain,1990,Male,1.01,0.99,1.03
233,Estonia,1990,Total,1.77,1.70,1.83
233,Estonia,1990,Female,1.53,1.46,1.60
233,Estonia,1990,Male,1.99,1.91,2.07
231,Ethiopia,1990,Total,20.08,18.68,21.61
231,Ethiopia,1990,Female,18.76,17.40,20.25
231,Ethiopia,1990,Male,21.34,19.80,23.01
956,Europe,1990,Total,3.08,3.00,3.17
956,Europe,1990,Female,2.78,2.71,2.87
956,Europe,1990,Male,3.36,3.28,3.46
246,Finland,1990,Total,0.67,0.65,0.70
246,Finland,1990,Female,0.60,0.58,0.63
246,Finland,1990,Male,0.74,0.71,0.77
242,Fiji,1990,Total,2.91,2.50,3.37
242,Fiji,1990,Female,2.70,2.30,3.14
242,Fiji,1990,Male,3.11,2.66,3.61
250,France,1990,Total,0.90,0.88,0.92
250,France,1990,Female,0.77,0.75,0.78
250,France,1990,Male,1.03,1.00,1.05
583,Micronesia (Federated States of),1990,Total,4.92,4.10,5.92
583,Micronesia (Federated States of),1990,Female,4.31,3.57,5.22
583,Micronesia (Federated States of),1990,Male,5.50,4.56,6.61
266,Gabon,1990,Total,9.24,8.00,10.63
266,Gabon,1990,Female,8.50,7.34,9.80
266,Gabon,1990,Male,9.95,8.56,11.49
826,United Kingdom of Great Britain and Northern Ireland,1990,Total,0.93,0.91,0.95
826,United Kingdom of Great Britain and Northern Ireland,1990,Female,0.81,0.79,0.83
826,United Kingdom of Great Britain and Northern Ireland,1990,Male,1.04,1.02,1.07
268,Georgia,1990,Total,4.79,4.29,5.33
268,Georgia,1990,Female,4.22,3.74,4.76
268,Georgia,1990,Male,5.33,4.74,5.95
288,Ghana,1990,Total,12.77,12.09,13.50
288,Ghana,1990,Female,11.94,11.26,12.68
288,Ghana,1990,Male,13.54,12.78,14.36
324,Guinea,1990,Total,23.27,21.76,24.88
324,Guinea,1990,Female,22.46,20.95,24.06
324,Guinea,1990,Male,24.03,22.44,25.76
1,World,1990,Total,9.30,9.17,9.45
1,World,1990,Female,9.05,8.91,9.20
1,World,1990,Male,9.54,9.40,9.71
270,Gambia,1990,Total,16.65,15.13,18.40
270,Gambia,1990,Female,15.67,14.17,17.36
270,Gambia,1990,Male,17.57,15.93,19.50
624,Guinea-Bissau,1990,Total,22.28,20.01,24.87
624,Guinea-Bissau,1990,Female,21.17,18.94,23.68
624,Guinea-Bissau,1990,Male,23.35,20.95,26.11
226,Equatorial Guinea,1990,Total,17.85,15.78,19.95
226,Equatorial Guinea,1990,Female,16.92,14.87,19.04
226,Equatorial Guinea,1990,Male,18.74,16.48,21.06
300,Greece,1990,Total,1.04,1.01,1.07
300,Greece,1990,Female,0.95,0.92,0.99
300,Greece,1990,Male,1.12,1.09,1.15
308,Grenada,1990,Total,2.23,2.07,2.40
308,Grenada,1990,Female,2.08,1.91,2.26
308,Grenada,1990,Male,2.37,2.19,2.57
320,Guatemala,1990,Total,8.04,7.56,8.55
320,Guatemala,1990,Female,7.45,6.97,7.95
320,Guatemala,1990,Male,8.61,8.06,9.17
328,Guyana,1990,Total,6.09,5.50,6.74
328,Guyana,1990,Female,5.36,4.81,5.96
328,Guyana,1990,Male,6.78,6.12,7.54
340,Honduras,1990,Total,5.83,5.39,6.29
340,Honduras,1990,Female,5.28,4.85,5.74
340,Honduras,1990,Male,6.36,5.85,6.89
191,Croatia,1990,Total,1.29,1.25,1.32
191,Croatia,1990,Female,1.12,1.08,1.16
191,Croatia,1990,Male,1.45,1.40,1.50
332,Haiti,1990,Total,14.49,13.56,15.51
332,Haiti,1990,Female,13.58,12.68,14.61
332,Haiti,1990,Male,15.35,14.31,16.48
348,Hungary,1990,Total,1.72,1.68,1.76
348,Hungary,1990,Female,1.53,1.49,1.57
348,Hungary,1990,Male,1.90,1.86,1.95
360,Indonesia,1990,Total,8.40,8.01,8.81
360,Indonesia,1990,Female,7.74,7.36,8.16
360,Indonesia,1990,Male,9.02,8.58,9.49
356,India,1990,Total,12.65,12.22,13.09
356,India,1990,Female,13.04,12.57,13.53
356,India,1990,Male,12.28,11.84,12.73
372,Ireland,1990,Total,0.91,0.88,0.95
372,Ireland,1990,Female,0.81,0.78,0.85
372,Ireland,1990,Male,1.01,0.97,1.05
364,Iran (Islamic Republic of),1990,Total,5.73,5.28,6.24
364,Iran (Islamic Republic of),1990,Female,5.70,5.24,6.24
364,Iran (Islamic Republic of),1990,Male,5.76,5.29,6.29
368,Iraq,1990,Total,5.40,4.92,5.90
368,Iraq,1990,Female,4.99,4.54,5.49
368,Iraq,1990,Male,5.78,5.25,6.34
352,Iceland,1990,Total,0.64,0.58,0.70
352,Iceland,1990,Female,0.59,0.53,0.65
352,Iceland,1990,Male,0.69,0.62,0.76
376,Israel,1990,Total,1.16,1.14,1.19
376,Israel,1990,Female,1.09,1.06,1.12
376,Israel,1990,Male,1.23,1.20,1.27
380,Italy,1990,Total,0.97,0.95,0.99
380,Italy,1990,Female,0.87,0.85,0.89
380,Italy,1990,Male,1.06,1.04,1.08
388,Jamaica,1990,Total,2.80,2.39,3.27
388,Jamaica,1990,Female,2.40,2.03,2.82
388,Jamaica,1990,Male,3.19,2.70,3.73
400,Jordan,1990,Total,3.60,3.36,3.84
400,Jordan,1990,Female,3.37,3.13,3.62
400,Jordan,1990,Male,3.82,3.55,4.10
392,Japan,1990,Total,0.63,0.62,0.64
392,Japan,1990,Female,0.57,0.56,0.59
392,Japan,1990,Male,0.69,0.67,0.70
398,Kazakhstan,1990,Total,5.17,4.71,5.70
398,Kazakhstan,1990,Female,4.49,4.05,4.97
398,Kazakhstan,1990,Male,5.83,5.28,6.44
404,Kenya,1990,Total,10.20,9.56,10.86
404,Kenya,1990,Female,9.60,8.97,10.26
404,Kenya,1990,Male,10.77,10.08,11.50
417,Kyrgyzstan,1990,Total,6.46,5.72,7.31
417,Kyrgyzstan,1990,Female,5.85,5.14,6.66
417,Kyrgyzstan,1990,Male,7.03,6.20,7.98
116,Cambodia,1990,Total,11.63,10.75,12.57
116,Cambodia,1990,Female,10.78,9.95,11.68
116,Cambodia,1990,Male,12.43,11.46,13.45
296,Kiribati,1990,Total,9.16,8.09,10.39
296,Kiribati,1990,Female,8.53,7.50,9.71
296,Kiribati,1990,Male,9.74,8.59,11.09
659,Saint Kitts and Nevis,1990,Total,3.04,2.76,3.35
659,Saint Kitts and Nevis,1990,Female,2.73,2.45,3.03
659,Saint Kitts and Nevis,1990,Male,3.34,3.01,3.70
410,Republic of Korea,1990,Total,1.56,1.48,1.65
410,Republic of Korea,1990,Female,1.43,1.34,1.53
410,Republic of Korea,1990,Male,1.69,1.58,1.79
414,Kuwait,1990,Total,1.80,1.75,1.86
414,Kuwait,1990,Female,1.67,1.61,1.73
414,Kuwait,1990,Male,1.93,1.87,2.00
418,Lao People's Democratic Republic,1990,Total,15.41,14.14,16.77
418,Lao People's Democratic Republic,1990,Female,14.50,13.25,15.86
418,Lao People's Democratic Republic,1990,Male,16.26,14.86,17.78
422,Lebanon,1990,Total,3.22,2.88,3.61
422,Lebanon,1990,Female,3.07,2.73,3.46
422,Lebanon,1990,Male,3.37,3.00,3.78
430,Liberia,1990,Total,26.36,24.24,28.71
430,Liberia,1990,Female,24.88,22.80,27.17
430,Liberia,1990,Male,27.78,25.49,30.30
434,Libya,1990,Total,4.18,3.56,4.90
434,Libya,1990,Female,3.81,3.23,4.48
434,Libya,1990,Male,4.53,3.85,5.32
662,Saint Lucia,1990,Total,2.19,2.08,2.29
662,Saint Lucia,1990,Female,1.97,1.85,2.09
662,Saint Lucia,1990,Male,2.39,2.26,2.53
144,Sri Lanka,1990,Total,2.28,2.24,2.33
144,Sri Lanka,1990,Female,2.08,2.03,2.13
144,Sri Lanka,1990,Male,2.48,2.42,2.54
426,Lesotho,1990,Total,8.45,7.64,9.41
426,Lesotho,1990,Female,7.71,6.93,8.60
426,Lesotho,1990,Male,9.15,8.26,10.21
440,Lithuania,1990,Total,1.50,1.45,1.55
440,Lithuania,1990,Female,1.33,1.28,1.38
440,Lithuania,1990,Male,1.67,1.61,1.73
442,Luxembourg,1990,Total,0.88,0.82,0.96
442,Luxembourg,1990,Female,0.79,0.72,0.87
442,Luxembourg,1990,Male,0.97,0.89,1.06
428,Latvia,1990,Total,1.69,1.63,1.74
428,Latvia,1990,Female,1.47,1.41,1.53
428,Latvia,1990,Male,1.89,1.82,1.96
504,Morocco,1990,Total,8.08,7.52,8.68
504,Morocco,1990,Female,7.59,7.02,8.18
504,Morocco,1990,Male,8.55,7.93,9.22
492,Monaco,1990,Total,0.78,0.70,0.86
492,Monaco,1990,Female,0.69,0.62,0.77
492,Monaco,1990,Male,0.86,0.78,0.96
498,Republic of Moldova,1990,Total,3.34,2.87,3.88
498,Republic of Moldova,1990,Female,2.95,2.52,3.46
498,Republic of Moldova,1990,Male,3.72,3.17,4.33
450,Madagascar,1990,Total,15.60,14.58,16.66
450,Madagascar,1990,Female,14.82,13.80,15.89
450,Madagascar,1990,Male,16.33,15.23,17.49
462,Maldives,1990,Total,8.57,7.81,9.42
462,Maldives,1990,Female,7.96,7.20,8.82
462,Maldives,1990,Male,9.15,8.30,10.11
484,Mexico,1990,Total,4.54,4.22,4.87
484,Mexico,1990,Female,4.15,3.84,4.49
484,Mexico,1990,Male,4.90,4.53,5.29
584,Marshall Islands,1990,Total,4.75,4.03,5.58
584,Marshall Islands,1990,Female,4.29,3.61,5.07
584,Marshall Islands,1990,Male,5.18,4.39,6.12
807,North Macedonia,1990,Total,3.69,3.59,3.79
807,North Macedonia,1990,Female,3.47,3.33,3.61
807,North Macedonia,1990,Male,3.90,3.76,4.04
466,Mali,1990,Total,23.14,21.78,24.57
466,Mali,1990,Female,22.22,20.90,23.66
466,Mali,1990,Male,23.99,22.56,25.53
470,Malta,1990,Total,1.14,1.06,1.22
470,Malta,1990,Female,1.03,0.95,1.11
470,Malta,1990,Male,1.24,1.15,1.34
104,Myanmar,1990,Total,11.53,10.57,12.64
104,Myanmar,1990,Female,10.72,9.76,11.83
104,Myanmar,1990,Male,12.31,11.22,13.55
499,Montenegro,1990,Total,1.65,1.57,1.73
499,Montenegro,1990,Female,1.55,1.46,1.64
499,Montenegro,1990,Male,1.74,1.64,1.84
496,Mongolia,1990,Total,10.74,9.89,11.66
496,Mongolia,1990,Female,9.40,8.61,10.24
496,Mongolia,1990,Male,12.03,11.03,13.10
508,Mozambique,1990,Total,24.57,22.55,26.70
508,Mozambique,1990,Female,23.62,21.65,25.73
508,Mozambique,1990,Male,25.43,23.33,27.69
478,Mauritania,1990,Total,11.72,10.67,12.86
478,Mauritania,1990,Female,10.89,9.88,12.01
478,Mauritania,1990,Male,12.51,11.34,13.77
500,Montserrat,1990,Total,1.71,1.27,2.30
500,Montserrat,1990,Female,1.79,1.32,2.41
500,Montserrat,1990,Male,1.64,1.21,2.20
480,Mauritius,1990,Total,2.31,2.22,2.41
480,Mauritius,1990,Female,2.01,1.92,2.10
480,Mauritius,1990,Male,2.60,2.49,2.72
454,Malawi,1990,Total,24.49,23.12,25.91
454,Malawi,1990,Female,23.33,21.97,24.73
454,Malawi,1990,Male,25.59,24.11,27.13
458,Malaysia,1990,Total,1.66,1.62,1.70
458,Malaysia,1990,Female,1.48,1.40,1.57
458,Malaysia,1990,Male,1.83,1.74,1.91
516,Namibia,1990,Total,7.28,6.60,8.03
516,Namibia,1990,Female,6.76,6.11,7.49
